Template_ID,Customer_ID,Route_Name,Start_Point,End_Point,Route_Type,Pickup_Time,Departure_Time,Capacity,Price_Excl_VAT
753,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",1/2 круга,20:50:00,21:00:00,30.0,4500.0
754,54,"Ресторан ""В чаще""","Людмилы Кедриной, 23 (Охта парк, через Бугры)",Ст.м.Девяткино,Прямой,21:00:00,21:15:00,20.0,3250.0
755,54,"Ресторан ""В чаще"" (Парнас)","Людмилы Кедриной, 23 (Охта парк)",Ст.м. Парнас (через Бугры),Прямой,21:00:00,21:15:00,20.0,3300.0
756,24,Сберлогистика,"Витебский пр., 99 (ст.м. Купчино)","Московское ш., 26 и через откатные ворота к Москоскому ш.52",1/2 круга,21:00:00,21:15:00,19.0,1416.6666666666667
757,24,Сберлогистика,"Витебский пр., 99 (ст.м. Купчино)","Московское ш., 52",1/2 круга,21:00:00,21:15:00,19.0,1416.6666666666667
758,68,OZON Понссе,"Понссе, 20",Дачный 19к1,1/2 круга,21:05:00,21:15:00,30.0,3000.0
759,69,OZON Понссе (ст.м. Ветеранов),"Понссе, 20",Дачный 19к1,1/2 круга,21:05:00,21:15:00,19.0,2500.0
760,70,OZON Раум Бугры (Ст.м. Девяткино),"КАД, 23-й километр, внутреннее кольцо, 2",Ст.м. Девяткино,1/2 круга,21:05:00,21:15:00,19.0,2950.0
761,73,OZON РЦ Бугры (Ст.м. Девяткино),"Бугры, Шоссейная ул., 58к1",Ст.м. Девяткино,Прямой,21:05:00,21:15:00,20.0,3325.0
762,73,OZON РЦ Бугры (Ст.м. Просвещения),"Бугры, Шоссейная ул., 58к1",Ст.м. Проспект Просвещения,Прямой,21:05:00,21:15:00,20.0,3325.0
763,56,ЕвроТек,"Терволово, Ленинградская ул., 15Э",Пр. Маршала Жукова/ пр. Ветеранов,Прямой,21:10:00,21:20:00,25.0,5000.0
764,24,Сберлогистика,"Московское ш., 52","Витебский пр., 99 (ст.м. Купчино)",1/2 круга,21:10:00,21:20:00,19.0,1416.6666666666667
765,24,Сервис Плюс,"Московское ш., 52","Витебский пр., 99 (ст.м. Купчино)",1/2 круга,21:10:00,21:20:00,19.0,1416.6666666666667
766,50,ХАБ  (ст.м. Московская),"Волхонское шоссе, 11, лит. Б",Ст.м. Московская,1/2 круга,21:10:00,21:20:00,35.0,3750.0
767,81,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,1/2 круга,21:05:00,21:20:00,19.0,1500.0
768,81,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,21:05:00,21:20:00,30.0,4500.0
769,81,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,1/2 круга,21:05:00,21:20:00,35.0,2500.0
770,81,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,1/2 круга,21:05:00,21:20:00,55.0,2500.0
771,83,Пеоли РУС,"Витебский пр., 99 (ст.м. Купчино)","Московское ш., 26 и через откатные ворота к Москоскому ш.64",1/2 круга,21:20:00,21:30:00,19.0,1500.0
772,15,Ай Би Фэсилити,Лахта,Ст.м. Беговая,Прямой,21:45:00,21:55:00,20.0,2762.2950819672133
773,81,OZON Парголово (Ст.м. Девяткино),Ст.м. Девяткино,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,19.0,3000.0
774,81,OZON Парголово (Ст.м. Девяткино),Ст.м. Девяткино,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,35.0,5000.0
775,81,OZON Парголово (Ст.м. Девяткино),Ст.м. Девяткино,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,55.0,5000.0
776,81,OZON Парголово (Ст.м. Пионерская),Ст.м. Пионерская,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,19.0,3000.0
777,81,OZON Парголово (Ст.м. Пионерская),Ст.м. Пионерская,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,55.0,5000.0
778,81,OZON Парголово (Ст.м. Старая Деревня),"Ст.м. Старая Деревня, Гаккелевская ул.","п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,19.0,3000.0
779,81,OZON Парголово (Ст.м. Старая Деревня),"Ст.м. Старая Деревня, Гаккелевская ул.","п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:50:00,22:00:00,55.0,5000.0
780,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108с5",1/2 круга,21:55:00,22:05:00,19.0,2250.0
781,19,OZON ЛЦ Волхонское (шаттл ЖК Солнечный город),"Проспект Ветеранов, 168","Волхонское шоссе, 108с5",1/2 круга,21:55:00,22:05:00,19.0,2250.0
782,19,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108с5",1/2 круга,21:55:00,22:05:00,19.0,2250.0
783,80,Ресторанная Служба,"ЛО, п. Ильичево, ул. Линтульская аллея, д. 1","СПб, Савушкина 9",Прямой,21:55:00,22:10:00,19.0,6000.0
784,81,OZON Парголово (Сертолово),"Сертолово-2, ЖК Новое Сертолово","п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,22:00:00,22:10:00,19.0,4000.0
785,81,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",1/2 круга,21:55:00,22:10:00,19.0,1500.0
786,81,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:55:00,22:10:00,19.0,2500.0
787,81,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",1/2 круга,21:55:00,22:10:00,35.0,2500.0
788,81,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,21:55:00,22:10:00,55.0,4500.0
789,81,OZON Парголово (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",1/2 круга,21:55:00,22:10:00,55.0,2500.0
790,79,Лесная Рапсодия,"ЛО, п.Ильичево, Ул. Линтульская аллея, д.8",Ст. м. Черная Речка,Прямой,22:00:00,22:15:00,19.0,5000.0
791,81,OZON Парголово (Ст.м. Парнас),Ст.м. Парнас,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,22:00:00,22:15:00,19.0,3000.0
792,81,OZON Парголово (Ст.м. Парнас),Ст.м. Парнас,"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Прямой,22:00:00,22:15:00,55.0,5000.0
793,83,Пеоли РУС,"Московское ш., 26","Витебский пр., 99 (ст.м. Купчино)",1/2 круга,22:20:00,22:30:00,19.0,1500.0
794,9,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,22:15:00,22:30:00,50.0,3900.0
795,9,OZON Ветеранов,"Московское ш., 145с10",Ст.м. Проспект Ветеранов,1/2 круга,22:15:00,22:30:00,50.0,3500.0
796,9,OZON Купчино,"Московское ш., 145с10",Ст.м. Купчино,1/2 круга,22:15:00,22:30:00,50.0,3500.0
797,19,OZON ЛЦ Волхонское (Горелово),"Волхонское шоссе, 108","Красносельское ш., 2к2",1/2 круга,22:20:00,22:30:00,19.0,2250.0
798,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,22:20:00,22:30:00,30.0,4500.0
799,75,OZON ЛЦ Шушары (Ст.м. Ладожская),"Московское ш., 145с10",Ст.м. Ладожская,1/2 круга,22:20:00,22:30:00,55.0,4000.0
800,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108с5",Ст.м. Проспект Ветеранов,1/2 круга,22:55:00,23:05:00,19.0,2250.0
801,19,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),"Волхонское шоссе, 108с5",Ст.м. Проспект Ветеранов,1/2 круга,22:55:00,23:05:00,19.0,2250.0
802,53,"Ресторан ""В чаще""","Людмилы Кедриной, 23 (Охта парк, через Бугры)",Ст.м.Девяткино,Прямой,23:00:00,23:15:00,20.0,3333.33
803,54,"Ресторан ""В чаще""","Людмилы Кедриной, 23 (Охта парк, через Бугры)",Ст.м.Девяткино,Прямой,23:00:00,23:15:00,20.0,3250.0
804,9,OZON Купчино (ФФ),"Московское ш., 143",Ст.м. Купчино - ст.м. Дунайская,Прямой,23:05:00,23:15:00,19.0,4000.0
805,19,OZON ЛЦ Волхонское (шаттл ЖК Солнечный город),"Волхонское шоссе, 108с5","Проспект Ветеранов, 168",1/2 круга,23:05:00,23:15:00,19.0,2250.0
806,10,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,23:20:00,23:30:00,19.0,4500.0
807,10,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,Прямой,23:20:00,23:30:00,55.0,7000.0
808,10,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,Прямой,23:20:00,23:30:00,19.0,5500.0
809,81,OZON Парголово (Ст.м. Просвещения),"п. Парголово, ул Подгорная 61 (ЛЦ Парголово, Склад №5)",Ст.м. Проспект Просвещения,Прямой,23:15:00,23:30:00,19.0,2500.0
810,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,Прямой,23:20:00,23:30:00,19.0,4500.0
811,85,Хлеб и соль,По запросу,По запросу,Прямой,,,,
